y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-38.974593, 6.469529, -13.628948, -53.282057, -2.237702, 3.188833, 12.553811, -13.199838, 4.615280, -0.675478, -18.436250, -15.181761, -6.041202, -4.031151, 1.833648, 9.734433, -5.961652, 59.272609, -0.722283, 1.905731, -3.539267, -9.567067, 2.774956, -2.932554, -2.834577, 6.907302, -9.545957, 5.958205, -7.159065, -7.319619, -6.818581, 3.954498, 8.208040, 7.851447, 21.784967, -20.224451, -1.545552, 4.431024, -1.931771, -5.818446, -1.951899, 26.570649, 6.248325, 20.951825, -1.750649, 14.794067, -1.213680, -4.480170, 11.754327, -13.846268, -11.429206, -6.360189, 12.018844, -10.498595, -3.975386, 17.948633, 2.590459, -1.826747, 3.475422, 12.934391, -5.543543, -17.307470, 20.483834, -4.911761, -1.134226, 0.692930, 0.763882, -9.214479, 10.688178, -12.470277, -12.352311, -3.449658, -8.143411, 2.944548, -7.074582, 15.180620, 14.479617, -15.478210, 1.224439, 9.789047, -15.659479, -2.190350, -6.229885, 1.188729, 13.853707, 9.506441, 0.775168, -3.344352, 6.977316, -5.446889, -12.179846, 1.138361, 13.764925, -17.420735, 3.158681, 4.690130, I, H, H, I, G
-84.888512, 8.852345, -0.547594, -45.733235, 5.067614, 7.926630, 20.621766, -11.749772, 3.077653, 2.065439, -15.244940, -9.783129, 3.603680, -4.455070, 2.950255, 11.505863, -6.443428, 61.086357, 6.131241, 6.161332, 2.198762, -6.691851, 10.155638, -2.985086, 2.526300, 4.780493, 1.036098, 12.686650, -1.820369, 3.424201, -4.015346, 8.192605, 8.937604, 17.698146, 25.002611, -11.324735, -1.821105, 5.321378, 2.763303, -1.050563, 1.698142, 31.970461, 10.754603, 23.044049, 1.103240, 21.890786, 0.197380, -1.938135, 8.529731, -4.816589, -7.163517, -0.284695, 11.665000, -6.942035, -2.487350, 21.258143, 0.981758, -1.297047, 3.432132, 13.708861, -2.480540, -13.396677, 21.583307, -0.171060, -2.180685, 0.428425, 2.616998, -9.166779, 6.112818, -12.230481, -12.779100, 0.370023, -1.976357, 7.352306, -2.727221, 17.763347, 18.448777, -3.393053, -1.135940, 13.631322, -13.506011, -4.092702, -3.655941, 0.665462, 18.033152, 6.623666, 2.913079, 1.950316, 11.804277, -2.467381, -11.187759, 8.493845, 17.701229, -10.282156, 9.112800, 2.135200, J, I, NaN, H, K
-47.787986, 10.351074, -5.998172, -51.984818, 3.563614, 7.150390, 14.495074, -14.289140, -1.634160, -2.656914, -15.995222, -9.262122, -3.184933, 1.436220, 0.206965, 3.241124, -10.556747, 55.981262, 1.887633, 3.932884, -1.397406, -4.975432, 9.841624, -4.009997, -3.829003, 9.101453, 4.135347, 6.269844, -9.285886, -0.926306, -5.116173, 7.067932, 9.287296, 13.318580, 21.722922, -10.087003, -3.232850, 4.136823, 4.225675, -5.324972, -6.181351, 24.591246, 8.234167, 17.986855, -5.658814, 18.103765, -0.982177, -2.936115, 11.636158, -11.576473, -4.695832, -0.028190, 9.599873, -11.113345, -7.526734, 19.259222, 1.322313, -5.641148, -0.478209, 7.827877, -4.673996, -15.437720, 15.904280, -0.606531, 3.443523, -3.341277, 2.376746, -12.252450, 8.599570, -9.930527, -6.452635, -4.481704, -6.638085, 3.106660, -2.796355, 14.912513, 13.844467, -8.179262, -0.485294, 5.171557, -8.570484, 0.830900, -6.957841, 5.283799, 14.911790, 1.967702, 2.729524, 2.746741, 5.435277, -5.239000, -9.067185, 4.600369, 10.463906, -10.221268, 4.061818, -0.891849, G, I, H, J, I
-98.210974, 2.784936, -6.513272, -46.986217, 1.219975, 2.220965, 9.228520, -22.415623, -2.304692, -3.119614, -15.276786, -12.684380, -3.805508, -2.266423, 0.795824, 3.072605, -11.618448, 56.924427, -1.418215, 0.737039, -1.237430, -11.506572, 1.774871, 0.684503, -7.836404, 2.156354, -4.276601, 2.747971, -6.798333, -5.829993, -2.797435, 1.417387, 3.618613, 11.832650, 17.764144, -15.108847, -4.979839, 4.530572, 0.121702, -5.773089, -9.334117, 26.958876, 5.751296, 19.471742, -5.317752, 14.306980, -5.387791, -6.492609, 8.225612, -16.007321, -10.508145, -6.191195, 14.198179, -14.421769, -5.863643, 13.008192, -1.603670, -4.644179, 0.556197, 3.653687, -10.885253, -16.840101, 19.976586, -4.596792, -5.651805, -2.314498, 0.909042, -9.877379, 5.505409, -14.786914, -17.302421, -6.770149, -4.963640, 5.261341, -8.671470, 11.976307, 14.883270, -11.212686, -5.767241, 7.062834, -17.284266, -7.385874, -4.588577, -2.143876, 15.827139, 4.173090, 0.006759, -5.489983, 4.018891, -6.887833, -12.638443, 3.671765, 12.527486, -11.694621, 5.778731, -1.929586, I, H, J, I, J
64.163332, 8.285985, -12.935916, -57.758441, 5.421860, 2.671524, 18.364483, -17.860755, 0.864342, -7.337495, -19.449392, -17.594292, -3.711300, -3.319775, -4.349491, 8.226195, -9.272717, 55.090881, 2.216204, 2.621248, -6.213542, -11.610733, 8.942732, -5.665161, -3.663211, 4.764123, -4.045044, 4.381420, -7.138817, -4.339399, -14.207004, 7.759663, 5.204522, 6.843140, 20.930171, -18.563576, -4.072409, -2.231145, -4.094373, -5.694998, -7.389500, 26.090013, 1.526837, 16.750531, -6.723143, 11.168502, -7.188949, -1.340995, 12.043245, -11.770883, -14.657966, -5.953495, 7.158346, -12.179398, -8.719209, 17.857483, -0.302042, -1.923110, 0.135379, 9.514463, -7.132794, -21.548116, 10.191212, -9.439160, -1.994694, -1.251684, -4.519842, -15.386995, 5.054720, -14.353626, -17.087764, 0.044518, -8.188624, -0.790372, -9.062522, 13.355898, 13.492840, -11.614124, -6.566268, 10.190138, -18.217257, -7.136109, -10.284664, -0.395600, 10.756742, 1.512137, -2.995268, -2.310205, 3.923675, -8.187441, -17.342024, -0.588752, 8.287635, -13.128155, -0.478413, -2.278650, K, I, NaN, K, H
10.222837, 1.608217, -10.093870, -52.251124, 0.637031, 3.495943, 13.607877, -18.715190, -1.450677, -3.364084, -21.543485, -16.940199, -9.758628, -4.092689, -5.698477, 4.136670, -13.361215, 54.007702, -2.242963, 1.121206, 1.481839, -9.248375, 3.408047, -5.285687, -2.669240, 2.965350, -9.393504, 4.103198, -8.868075, -9.662479, -3.548476, 6.752781, 3.608077, 7.172335, 16.552572, -19.359348, -6.360005, 1.855799, -5.118426, -4.780987, -4.989889, 28.953847, 0.245653, 16.349925, -4.991574, 17.596626, -5.411657, -7.732101, 11.220148, -16.067072, -11.111122, -9.210650, 10.866315, -13.659930, -8.779387, 17.918836, -2.135208, 1.096883, -6.233866, 3.244269, -11.432761, -20.524075, 17.516383, -4.783346, -5.486767, -2.149053, 1.312204, -13.047439, 0.838367, -17.171245, -21.171321, -2.962140, -9.946403, 1.111347, -9.157664, 10.796563, 12.450572, -13.847856, -3.386757, 5.042522, -19.162728, -8.112116, -6.048397, -0.153629, 13.669620, 4.379622, -2.572692, -5.818443, 2.139093, -6.690767, -15.293597, -0.377347, 14.180540, -10.442442, 2.828821, -1.853121, J, H, NaN, J, G
-109.448842, 6.803346, -5.976644, -50.511230, 3.845901, 5.679074, 15.217844, -14.514496, 2.495303, -1.269331, -14.010633, -12.684790, -2.895012, 4.240380, 0.476686, 11.619077, -11.497318, 55.917634, 2.452808, 1.216074, -0.590928, -8.637921, 4.731212, 2.575064, -2.228349, 3.571131, -0.809377, 4.057283, -6.093759, -0.332341, -4.949397, 2.720563, 10.435699, 14.259308, 20.427772, -12.405968, -3.982624, 8.226017, 1.096610, -4.400972, -4.193594, 29.314006, 10.346464, 16.250947, -2.619081, 18.000864, -3.619996, -1.280892, 11.572006, -9.530325, -9.890763, -3.686916, 12.604029, -14.770305, -7.968494, 17.990534, -0.615500, -4.559593, 0.776556, 9.668287, -7.886847, -12.223890, 20.404342, -3.180519, -4.806197, -1.818715, 1.232639, -12.743934, 3.827435, -13.082392, -17.012663, -4.397145, -5.836771, 4.961515, -5.111133, 14.454897, 15.114464, -12.044903, -2.975152, 6.192649, -15.668256, -4.939124, -0.671240, 3.448477, 20.191997, 5.391927, -1.250346, -0.241354, 4.160888, -6.620971, -14.503257, 5.097064, 14.242469, -12.366724, 4.668498, 3.035388, G, I, J, H, G
-88.978883, 6.301528, -6.787491, -49.277107, 3.538730, 5.014827, 15.685947, -11.723231, 4.274595, 2.065377, -16.898806, -16.129341, -2.289612, -2.872107, -2.078823, 10.224082, -7.941633, 56.451530, -0.751513, 5.762603, -2.100785, -9.354706, 6.200100, 1.336967, 0.414387, 3.508374, -5.192191, 3.977402, -4.008882, -3.514328, -4.900223, 4.019489, 8.497173, 9.177784, 25.549374, -13.545499, -7.885244, 11.118147, 2.996785, -5.406987, 2.452703, 29.196102, 5.854938, 16.116479, 3.060990, 18.666959, -4.666203, -2.031857, 10.809216, -12.931605, -9.239035, -6.694864, 12.632412, -10.984724, -6.315980, 18.396634, 0.513720, -0.019165, 1.597738, 13.313353, -2.284538, -13.216493, 21.604871, -3.199525, -3.751944, -1.587947, 1.296790, -11.324146, 5.559855, -11.615966, -13.677698, -5.002148, -6.223833, 6.095740, -4.373523, 18.559980, 14.319273, -11.610468, -1.524056, 10.326376, -14.791590, -6.387961, -0.813671, 2.143200, 14.084340, 10.692971, -2.032744, -5.078868, 9.073974, -2.088827, -12.458438, 7.232602, 15.993790, -13.271743, 0.272203, 5.170218, G, I, G, J, NaN
14.063864, 9.432179, -6.581016, -45.492865, 2.046735, 3.558286, 13.939923, -14.129301, 4.034857, -2.249407, -16.830394, -9.199694, 0.564333, 2.215179, 1.758866, 12.765407, -3.274736, 57.710360, 3.638998, 4.885597, 5.812822, -4.800518, 11.265840, -1.713305, 3.344157, 9.158593, 0.125904, 11.596550, -7.517897, -1.406680, -4.626997, 12.105534, 12.631190, 16.119431, 18.082824, -11.225544, -1.272675, 5.911434, 4.095347, 1.542458, -1.270202, 30.277400, 3.356672, 18.287767, -4.487564, 17.941190, 0.544481, 1.903887, 15.037067, -6.286944, -9.112805, -2.012445, 12.249815, -13.642000, -4.429775, 20.809447, 1.866885, -0.811713, -2.644839, 10.756724, -6.024539, -14.150671, 20.820308, -1.090340, 3.021425, -1.919346, 2.636627, -13.229110, 9.368453, -10.799785, -12.011617, 0.575116, -2.731582, 3.644647, -0.042428, 15.629752, 15.937650, -9.331322, 2.083012, 9.034217, -15.148677, -3.253708, -1.794462, 4.034519, 20.323327, 3.992804, 5.652056, 0.769290, 8.886894, -1.973224, -11.397589, 7.566651, 17.452534, -12.464071, 5.760795, 2.506240, NaN, H, H, G, J
-40.733017, 7.254558, -6.378251, -44.426289, 1.807442, 6.398834, 17.496762, -10.158643, 2.273396, -4.367297, -16.986030, -15.534136, -0.290295, -4.260271, 2.195768, 4.421558, -6.320133, 58.065527, -0.317053, 7.365992, 2.429441, -7.414944, 10.994217, -1.896928, -2.031983, 5.257324, -1.856338, 2.658055, -7.808657, -1.026442, -4.052356, 6.846266, 5.370625, 10.100498, 21.771211, -15.103562, -7.274936, 5.515160, 0.398388, -3.257154, -0.290522, 24.919872, 8.749583, 15.699973, 0.669396, 20.628105, -5.285912, -2.031475, 11.105394, -12.396196, -5.590886, -7.836733, 13.332792, -9.310214, -4.188771, 18.048666, -2.100184, -1.798471, 1.687486, 8.952070, -1.310500, -13.999125, 15.204285, -7.056697, 3.004358, -4.080555, 2.133082, -11.551782, 5.509554, -10.080808, -10.256537, -4.911564, 0.164297, -0.078908, -9.265203, 12.569046, 12.314345, -5.794778, -4.972973, 10.148829, -11.151256, -5.988996, -1.345105, -2.035200, 12.658114, 7.918317, -3.939480, -3.099037, 8.393088, -0.965427, -8.988590, 5.870644, 16.850782, -9.992971, 3.036510, 3.173099, I, I, I, H, I
-274.527705, 6.671375, -3.445654, -42.064946, 2.105679, 6.437199, 13.637606, -12.795778, 3.236467, 3.920681, -20.021984, -10.663681, 2.892216, -0.736100, 4.427649, 11.601459, -0.754947, 60.405592, 5.754612, 7.955243, 4.768087, 0.311692, 9.361527, 1.905312, 2.207699, 5.989421, 2.135566, 9.581943, -2.977240, 1.423686, -0.427257, 9.951133, 12.515171, 17.329194, 18.906268, -9.358036, -2.704141, 13.665629, 2.439593, -0.805798, 3.507797, 27.423735, 14.644085, 16.585260, 3.747905, 22.144501, -1.688265, 3.410123, 16.692714, -6.904414, -4.888923, -3.398246, 19.466586, -13.833839, 0.144622, 15.631357, 1.863893, 1.553819, 4.016182, 13.663867, -2.125827, -12.134497, 21.910262, 1.194388, 1.839179, -0.170793, 1.427731, -7.330458, 7.053783, -11.802924, -11.477617, -0.342862, 1.340698, 10.952988, -2.386723, 16.003652, 16.907574, -6.025466, 1.647603, 13.733160, -11.697176, -2.808489, 5.316482, 2.147562, 20.325849, 11.370196, 2.834569, 1.747378, 9.217627, 0.761608, -8.802378, 9.661196, 20.928075, -9.707426, 7.379610, 6.584542, J, H, I, H, H
-25.574768, 6.049291, -7.540029, -52.389183, 7.151327, 2.809173, 19.344576, -15.812057, 5.011158, -2.107535, -15.738313, -16.674569, -3.080976, -3.091281, -0.855376, 11.712863, -6.849269, 58.288316, 0.425494, 5.534398, -1.372220, -9.040641, 6.521657, -3.309987, 2.783685, 5.823707, -2.137125, 5.052161, -5.291243, 0.222506, -10.119801, 10.575556, 6.048233, 11.675573, 17.672016, -16.921054, -7.151741, 3.314746, -1.492891, 0.607898, 3.950695, 31.959412, 3.588022, 18.491977, -0.538787, 19.310464, -2.601593, -1.030592, 15.344986, -4.691059, -9.737713, -5.949907, 9.329729, -12.161437, -2.304514, 21.272005, 2.521621, 5.659071, -2.769096, 14.164423, -2.599594, -16.019920, 14.392761, -5.877386, 1.996634, 3.163839, -0.768559, -13.548026, 3.558973, -14.715092, -14.692679, 0.295052, -3.012631, 4.091071, -2.056141, 15.409909, 16.215056, -8.402028, -4.056542, 15.570603, -12.288035, -3.425327, -0.795845, -0.664170, 16.560828, 7.399549, -1.638331, -1.840296, 10.109812, -4.474086, -14.812498, 0.798649, 13.501242, -9.416606, 6.997501, 0.772260, NaN, NaN, NaN, J, H
-114.246675, 2.541022, -5.524215, -50.268520, 2.531561, 6.457615, 12.657325, -13.029053, -0.766959, -1.152413, -24.512535, -13.052910, -2.550533, -4.136329, -0.726260, 3.907362, -9.685664, 52.493562, 1.225999, 4.501448, 0.229972, -6.021418, 9.980018, -5.339468, -4.541333, 2.965593, -1.052895, 6.742288, -7.265363, -5.985484, -4.952897, 6.442975, 6.510711, 8.282896, 22.792014, -14.076320, -9.609865, 8.146116, -1.135860, -1.442939, -2.624773, 25.477845, 7.638547, 19.085325, -0.581941, 14.722240, -5.755903, -4.750331, 12.107742, -14.148594, -4.924383, -8.937714, 13.921429, -10.146332, -6.918248, 18.430328, 4.858314, 1.337009, -2.019886, 6.745725, -5.009959, -19.860675, 17.090416, -2.758253, -0.988975, -4.335037, -4.001575, -15.895296, 5.542237, -11.523894, -11.281090, -1.413393, -5.320574, 3.588814, -8.920437, 11.244359, 12.532003, -10.642927, -3.774100, 7.386154, -15.229502, -2.110899, -2.462839, 1.323753, 15.005304, 7.294642, -6.102263, -4.520378, 5.639486, -1.016577, -9.682639, 6.327863, 17.058365, -11.171433, 2.380228, 3.081250, J, H, H, K, J
-25.893837, 4.255988, -6.387893, -54.926684, -2.035075, 4.756199, 13.221704, -19.605540, 0.698919, -4.620511, -18.308652, -15.234354, -2.734797, -0.799710, -3.932002, 11.192481, -10.516959, 57.695172, 1.868554, 0.137837, -1.667844, -11.429901, 1.793164, -1.672479, -7.442938, 1.867174, -0.099645, 5.464937, -11.427110, -3.053527, -9.111705, 4.572103, 7.430547, 11.311062, 16.263317, -13.664228, -0.664491, 3.289952, -1.988786, -3.039519, -8.223165, 23.926554, 5.197850, 14.561483, -3.991650, 10.610530, -6.810657, -2.075251, 12.278393, -11.754455, -10.513925, -3.845479, 10.885472, -16.625287, -6.413523, 16.047633, -1.701432, -6.491484, 2.255259, 6.335123, -10.671878, -17.577136, 18.842925, -6.874645, -4.560853, -8.333069, -2.313314, -16.830552, 2.230074, -11.321394, -19.768250, -3.896801, -7.072333, 5.223118, -8.362527, 10.182837, 13.252176, -15.250919, -6.138343, 6.070643, -20.793840, -6.663979, -2.646285, 0.203176, 20.516933, 2.393151, 0.827120, -2.012960, -0.583810, -8.779778, -15.369048, 3.086290, 8.045204, -13.833286, 1.499820, 1.263934, G, H, J, J, H
-158.808970, 3.669469, -4.038863, -51.993804, 2.374917, 6.678832, 12.903408, -16.762272, 2.493249, 1.423202, -16.660792, -13.193173, 0.073268, -6.555963, -2.055154, 8.785071, -7.391123, 61.061922, -0.093346, 5.216542, -0.704336, -9.816309, 3.498673, -2.347152, -2.867339, 2.415593, -1.498395, 6.932009, -8.680401, -1.711479, -4.562646, 6.808240, 6.405769, 14.163509, 22.871637, -13.069701, -7.255283, 6.869165, 1.662459, -1.836551, 0.653446, 28.750794, 7.575882, 16.735555, 0.923932, 12.702774, -2.534935, -6.508934, 12.928178, -9.098033, -6.202601, -7.356183, 15.191063, -11.811245, -3.409270, 17.659625, 0.131955, -4.517665, 3.204192, 11.474689, -3.113380, -12.480665, 25.117320, -3.398625, -2.952186, -3.426775, 2.075376, -14.097696, 5.504790, -12.006378, -10.958809, -5.056064, -4.720504, 7.082520, -5.950769, 13.537592, 18.449188, -6.860090, -2.469842, 11.009276, -16.911068, -3.337037, -3.713741, -0.301579, 20.231258, 10.137733, -1.804946, -4.494057, 7.657812, -5.148297, -10.060673, 6.414854, 15.068199, -16.320205, 7.680143, 3.835628, I, NaN, NaN, J, G
14.355353, 6.724404, -3.909966, -53.957536, 5.805861, 11.535524, 15.713036, -18.217651, 4.492835, -2.547831, -12.354157, -17.412930, -0.164396, -7.810471, -3.921513, 8.735084, -9.248583, 57.305948, 0.096803, 3.163490, -0.980774, -14.356811, 4.659944, -2.681904, -5.524354, 2.219459, -8.707491, 9.231204, -8.849869, -6.722102, -6.961449, 6.808780, 6.334419, 8.345288, 20.994872, -16.669418, -4.516880, 3.551628, 0.596121, -2.766029, -6.249179, 26.876206, 1.344474, 18.070275, -5.736513, 11.042759, -3.683737, -3.065302, 11.971682, -16.073259, -13.449536, -3.532062, 7.755025, -9.474743, -5.420279, 18.768871, 0.702789, -5.277385, 3.018862, 2.899839, -10.751151, -19.505276, 22.296020, -4.024231, -5.022492, -3.678831, 0.764925, -17.987396, 5.875433, -8.432623, -15.160022, 0.144026, -5.132054, 3.698007, -11.929465, 14.671145, 12.027935, -10.997794, -7.027030, 6.319108, -22.395074, -4.179571, -11.046506, 2.755352, 18.702955, 5.326698, -0.179697, 0.966895, 6.584193, -6.680257, -19.713426, 0.963178, 9.116256, -14.979612, 2.124940, -0.067750, I, I, J, G, K
-129.550427, -3.681928, -11.661580, -52.547414, -3.203206, 1.792322, 8.210912, -18.688667, 1.267652, -5.510620, -20.437061, -18.029178, -2.802377, -8.024999, -3.402663, 3.194811, -5.212286, 51.727850, -2.855583, 3.328249, -5.557531, -13.724547, 1.238933, -6.508180, -6.913213, -1.145062, -12.494183, 5.771401, -8.014417, -8.899960, -9.883129, 1.979584, 5.784939, 6.639660, 16.590482, -19.715066, -7.902472, 4.357524, -1.216912, -6.495999, -6.421271, 25.799112, 4.624631, 13.605854, -2.721667, 12.324700, -6.321266, -3.755501, 11.684851, -14.839564, -12.718388, -8.926985, 13.678213, -15.113747, -1.949252, 10.957441, 1.576941, -7.537382, 0.499031, 7.385838, -8.733821, -23.077356, 17.348958, -4.222480, -4.312604, -2.584690, -7.263076, -10.741778, -1.808631, -11.908748, -18.122217, -5.445855, -3.491981, 6.116480, -12.074313, 10.155306, 10.937785, -12.603168, -2.241250, 6.891453, -20.204213, -9.027465, -2.938708, -3.443737, 14.244621, 7.399408, -3.726500, -5.970355, 4.281161, -6.648640, -16.129349, -2.874889, 14.560100, -11.217669, -0.111579, 1.646437, J, H, J, J, J
34.548001, 5.215796, -9.545911, -50.781987, 4.251125, 4.100340, 17.047821, -13.184957, 4.460361, -2.055730, -16.338280, -14.157765, -5.645837, 0.248130, -4.354225, 12.325341, -8.471661, 55.327539, 1.766189, 3.921918, 2.630547, -12.768069, 9.737678, 1.572145, -2.556260, 5.595017, -3.684737, 5.182314, -6.201166, -5.401074, -7.655625, 5.814098, 6.753359, 12.051793, 21.914251, -15.000501, -6.624196, 10.715432, 2.911352, -3.832512, -4.768265, 28.404266, 2.063199, 18.094848, -0.686802, 11.525529, -6.324585, -0.789860, 16.776562, -17.129393, -10.640980, -1.473982, 6.162480, -13.233573, -1.906056, 18.550899, 4.982122, 1.244967, 1.936486, 3.981297, -6.805011, -14.383460, 14.695882, -3.274497, -2.397227, -3.457834, -1.721561, -11.863025, 7.371243, -10.908804, -16.994966, 1.175425, -8.470981, 5.528492, -4.501360, 12.583855, 18.660071, -14.455866, 0.075854, 2.753847, -16.087032, -3.034777, -2.239157, 6.290644, 19.103668, 9.556187, -0.214625, -5.110678, 3.776401, -2.628030, -15.912413, 0.040243, 13.944472, -11.965576, -2.424145, -0.136810, H, I, H, I, NaN
52.472268, 3.347352, -12.913142, -50.868371, 1.595643, -0.526692, 13.228062, -19.040348, -1.625639, -9.176429, -19.815886, -14.878750, -7.289427, -1.120191, -1.240856, 9.350386, -13.833453, 52.504533, 3.416271, -0.872958, -3.317645, -14.272651, 3.493190, -1.694354, -9.445453, -0.538357, -5.485489, 3.747587, -10.350811, -10.133592, -8.863538, -0.341733, 5.608159, 11.001360, 17.130251, -21.781275, -5.966230, 3.729480, -0.994974, -3.741444, -11.048268, 23.156567, 4.097432, 14.256892, -5.423785, 14.932784, -6.167393, -3.752667, 10.017148, -16.739087, -9.653479, -12.741064, 12.205171, -16.849901, -8.253818, 14.595357, -2.400930, -3.588742, -0.746360, 4.754233, -15.260914, -18.660902, 14.573779, -6.555857, -4.454250, -8.908193, -3.770332, -16.567402, 0.657629, -15.616444, -19.597099, -8.207094, -10.772751, -0.458851, -9.888365, 10.782988, 11.805911, -15.434573, -11.400543, 5.461253, -21.650005, -8.143275, -1.087008, -1.112026, 19.473525, 1.217398, -3.740946, -6.558302, -4.262173, -4.266904, -19.063292, 1.360162, 11.096340, -14.977988, -0.962386, -3.206971, J, H, J, G, NaN
-101.197535, 6.406137, -9.161384, -48.784681, 3.363383, 0.424944, 15.227109, -14.632130, 7.552630, -5.454968, -18.259099, -15.857829, -6.268471, -3.000920, 0.718919, 8.835897, -6.643917, 56.489754, -1.345294, 14.773822, 2.027117, -10.852392, 6.273067, -4.298410, -2.276093, 12.226157, -12.933458, 10.198114, -8.465934, -8.691944, -1.736930, 5.167838, 6.416121, 7.964215, 27.242600, -19.255433, -4.411585, 2.178321, 4.029119, -4.708543, -3.224647, 24.324260, 1.887132, 12.441130, 6.648428, 16.308025, -3.897528, -0.702482, 14.114774, -17.065962, -4.215601, -6.593827, 17.302387, -9.716198, 0.126737, 19.650997, 8.859018, 2.419686, 6.950786, 16.246189, -8.726836, -16.941854, 19.099767, 1.812833, -1.025946, -3.452570, 0.402262, -9.992538, -0.276022, -8.255770, -14.489802, -4.478469, -4.225334, 8.316400, -9.166013, 13.742101, 11.966455, -8.577366, -3.931205, 12.136690, -23.179125, -10.157345, -2.907931, 1.950182, 19.684283, 3.009007, 6.259013, -4.394827, 1.107952, 1.786455, -10.401577, 0.915368, 18.634599, -9.289644, 0.420493, 7.280524, NaN, NaN, G, J, I
75.592777, 7.249974, -8.318238, -54.851971, -2.532150, 0.057853, 12.934466, -20.162552, -0.867592, -3.920313, -21.353762, -18.096545, -5.898831, -3.948427, -11.326173, 7.051382, -11.476058, 52.711763, -1.377584, -0.640336, -3.196714, -14.897984, 3.294731, -4.131482, -5.972779, 1.832728, -6.546129, 2.961318, -12.430707, -5.133220, -9.493427, 1.463476, 3.398541, 8.682520, 20.613958, -18.983432, -10.082094, 2.057837, -3.307741, -7.961820, -8.281156, 25.482783, 3.472464, 11.271057, -3.854600, 11.121175, -10.383687, -4.329645, 6.801719, -14.196828, -15.441135, -6.899533, 3.536984, -11.887389, -11.814157, 17.099675, -4.129380, -6.346677, -4.002988, 6.827995, -6.149430, -22.472289, 13.075685, -11.632095, -6.740802, -11.881665, -3.900467, -19.803153, 2.324498, -17.803643, -19.792948, -5.168833, -9.610648, -1.809655, -11.359029, 11.543969, 10.418200, -11.905718, -8.764054, 8.686676, -21.086492, -11.900102, -8.836372, -6.926564, 11.087878, 2.165564, -5.275898, -8.330531, 2.315254, -8.587255, -16.982807, 4.178278, 7.170670, -15.365316, -1.125140, -3.614682, H, H, I, J, J
-34.059367, 4.677388, -9.189081, -48.722947, 2.178344, 2.174800, 12.724826, -10.671637, 2.678948, -1.163294, -12.822741, -14.459281, -5.032258, -3.383353, -0.719295, 8.613083, -5.092795, 60.453309, 1.150490, 12.242273, -3.076103, -7.078265, 6.287600, -1.901133, -8.000604, 2.810740, -6.364238, 11.984979, -6.973764, -5.213170, -6.677858, 2.467068, 7.545314, 11.067917, 21.853395, -17.026407, -2.190421, 4.135760, 1.367432, -5.287588, -1.570395, 28.523816, 3.629363, 12.366237, -0.421954, 16.045176, 0.860024, 1.722450, 10.698305, -13.056507, -7.733000, -8.248614, 15.365345, -9.397436, -0.178042, 15.020568, 4.444756, -2.853841, 5.676428, 14.706092, -4.269669, -14.553907, 19.784652, -3.848055, 4.142518, -1.697301, 6.459669, -9.404451, 3.443408, -4.578913, -12.952440, -5.621509, -7.282499, 3.040972, -10.312730, 12.791854, 16.515677, -9.776644, -1.122376, 8.293754, -17.694695, -6.277276, 1.416947, -2.486860, 19.760674, 7.498875, 2.052854, -4.249114, 2.422791, -3.081046, -14.588301, 4.168263, 16.520905, -13.988171, 2.606221, 2.753881, I, H, G, K, H
-103.965897, 10.749286, -12.628034, -47.559586, 3.957903, 9.018013, 21.589887, -14.317616, 6.037383, -6.509037, -13.291321, -12.325260, -2.598895, 3.937293, 0.816081, 11.042637, -4.948250, 62.451488, 4.979201, 3.759109, 3.522525, -11.225024, 11.366945, 3.424087, -0.709616, 13.116045, -5.045765, 3.972374, -1.103662, -3.075213, -3.552262, 6.166895, 9.110783, 14.196054, 26.826894, -18.283521, 1.527341, 6.814587, 7.048530, -0.938958, -7.852358, 32.303213, 12.199209, 20.788254, 2.782429, 18.305712, -4.653866, 1.160560, 17.781702, -11.102247, -5.741337, -0.017334, 13.706148, -3.463185, 1.208523, 23.349392, 5.790807, 1.983668, 9.212740, 13.157857, -0.980825, -13.810397, 16.238647, -8.720028, 2.703605, -1.618534, -2.578291, -7.288021, 8.683863, -10.263335, -9.903468, 0.080351, 0.386228, 1.259686, -2.122681, 18.971967, 15.037101, -5.489852, -4.678106, 14.317420, -15.088260, 0.058606, -0.239678, -1.352176, 14.171517, 5.976853, 0.754353, -0.098125, 9.026319, 2.674735, -9.465941, 1.356687, 10.817357, -6.190542, 3.427347, 2.897292, K, I, K, H, I
