x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
6.581766, -6.714752, -50.674697, 4.178587, 6.300251, 13.206561, -18.017113, -2.959122, -0.001589, -16.984193, -9.178190, -1.453334, -1.345971, -1.374937, 8.228138, -8.919034, 51.952474, 3.285909, -4.826410, -0.498137, -8.206948, 4.814659, -0.035736, 0.549257, 3.039402, -7.426387, 7.672154, -7.081242, -4.496046, -4.762436, 4.187307, 9.742504, 12.279123, 16.525728, -13.946061, -3.559733, 7.890378, -0.248447, -4.066075, -8.145678, 25.972998, 7.943716, 17.318951, -8.742074, 17.727678, -5.035977, 2.503728, 12.197604, -11.957844, -12.344128, -7.886540, 10.022374, -14.350257, -8.329361, 16.331076, 0.531081, -6.246628, -5.100126, 5.348004, -4.989072, -18.448701, 19.369759, -2.820777, -4.222269, -4.694626, -5.572500, -18.094613, 0.870617, -14.321876, -12.358856, -6.239925, -0.712708, 3.024981, -5.848936, 9.583173, 12.017598, -13.287592, -7.406011, 7.310238, -19.926295, -5.507467, -2.056891, 2.930193, 19.608283, 1.452719, -2.620813, 2.605452, 7.285186, -4.730286, -17.401025, 3.245746, 11.971483, -9.314571, 6.770420, -0.413431, G, NaN, J, NaN, NaN
6.147455, -1.993476, -51.101482, 4.472776, -0.387013, 14.692256, -18.742949, -1.099354, 1.655304, -14.827062, -13.193171, -3.505839, -5.315676, -0.764251, 5.528928, -6.502255, 56.334472, -2.304309, 7.759366, 1.873057, -8.447442, 7.956455, -3.113944, -2.414884, 4.558816, -3.587833, 6.638940, -9.508982, -5.455183, -2.690135, 5.246582, 4.994971, 11.571696, 21.910292, -14.986041, -6.276778, 4.144228, -2.081706, -6.104060, -3.349775, 28.337300, 1.627545, 18.233892, -1.221334, 12.719705, -4.486854, -0.933714, 13.710922, -15.116066, -12.785080, -3.823024, 10.795960, -13.364766, -6.266547, 17.794896, 2.768495, -0.480785, -0.925528, 7.949287, -5.901048, -17.425938, 15.588027, -1.405553, -2.990854, -5.125209, -1.115950, -13.496828, 7.561371, -13.602053, -13.980522, -4.172016, -4.871190, 3.579414, -8.768963, 12.496705, 17.837567, -10.499214, -1.682041, 10.659436, -16.263846, -4.627883, -5.444289, -2.194840, 17.995751, 6.871149, -0.423386, -8.298390, 9.186386, -4.709667, -12.500889, 3.686247, 16.544130, -11.926841, 7.300428, 0.346144, H, I, J, G, H
10.608927, -6.692139, -49.224792, 4.943452, 4.306750, 14.072062, -18.438560, 3.640108, -0.092095, -16.160674, -9.775209, 1.983540, 6.547193, -1.187009, 13.715551, -5.470697, 61.687251, 3.333594, 6.081504, 1.078727, -2.625501, 8.731520, 4.908226, -0.250559, 9.220704, -0.452443, 8.634135, -2.380102, -2.402747, -4.336468, 6.490474, 12.255829, 15.006357, 21.670610, -12.878545, -3.490813, 11.696661, 0.994011, 1.656131, 0.452474, 33.448496, 12.093203, 16.003356, -0.535641, 17.952379, -1.440753, 3.362855, 17.698586, -6.224726, -6.132403, -5.165264, 16.720333, -11.911085, -6.116259, 21.925591, 5.407259, 1.210831, -0.732382, 18.496478, 0.309486, -13.649063, 21.796580, -7.657157, 3.326018, -0.030966, 2.341123, -14.480328, 7.727821, -8.646624, -8.631564, -3.296082, -1.069768, 5.009831, -0.777717, 22.249976, 15.858868, -7.080117, -7.022892, 15.231002, -18.033111, 2.193996, 2.981944, -1.096292, 17.208308, 6.431323, -2.273516, 1.065961, 11.839925, -2.377836, -8.586186, 7.266139, 11.500136, -11.440311, 3.702729, 5.894229, H, I, K, I, J
0.989440, -8.832596, -55.540102, 0.486476, -0.391153, 13.096995, -18.479022, -0.574395, -8.486636, -18.426722, -20.087214, -5.178430, -6.185834, -6.421295, 7.260540, -12.639642, 51.115545, -4.033112, 1.245727, -3.851070, -14.265229, 2.599594, -4.648584, -10.017922, -1.258313, -4.500789, 1.788805, -10.925459, -7.475086, -12.496394, 2.377608, 4.761451, 4.935961, 14.117562, -17.315341, -10.147922, -0.698210, -8.081643, -3.959186, -6.164238, 24.672218, 2.370031, 12.049478, -7.192360, 9.874471, -9.377995, -6.051779, 9.067736, -13.347486, -14.161846, -11.193045, 8.774344, -16.304318, -7.579616, 15.846080, -4.114685, -6.142669, -1.601577, 5.977969, -12.449720, -22.334905, 12.653319, -11.846266, -7.888900, -4.051447, -2.296680, -16.260547, 4.823728, -15.721893, -20.978462, -3.693827, -10.272791, -2.700455, -13.703335, 14.111535, 11.212452, -17.547669, -9.652313, 6.882724, -18.505908, -6.507948, -6.499234, -6.488800, 12.343678, 5.562581, -9.268465, -8.384550, 3.522560, -10.990593, -20.115732, -0.523113, 6.511144, -19.826954, -2.837695, -2.172729, H, H, H, H, H
3.903876, -13.131149, -53.159323, 1.666284, 3.455883, 9.482536, -18.538211, 2.055290, -8.060164, -23.421036, -18.193625, -8.394145, -1.913176, -3.605727, 5.990880, -12.496977, 52.536126, 3.407564, 3.843436, -3.423312, -10.522255, 4.055830, -4.722402, -6.964271, 3.459658, -3.606422, 3.649962, -8.731732, -4.850140, -11.470745, 7.402043, 2.972219, 7.977128, 20.030028, -19.498251, -6.693515, 1.724233, 2.465888, -7.814868, -6.325879, 24.621818, 3.793332, 14.300958, -5.697472, 12.968693, -2.178155, -5.572098, 7.818100, -15.792091, -13.963645, -5.741974, 8.229157, -15.551688, -7.927753, 17.131590, 3.216453, -3.151807, 0.802266, 6.009304, -7.956662, -18.893631, 14.381112, -6.253484, -2.425094, -6.040502, -5.498672, -17.063395, 4.011211, -16.738521, -17.885770, -0.861334, -8.080241, 2.684594, -8.917171, 12.097184, 7.886513, -9.831032, -5.436459, 4.209313, -17.979448, -7.106198, -6.877103, -1.049059, 10.429375, -0.259700, -2.286273, -0.530653, 0.123738, -5.843286, -17.400134, -0.696001, 10.236175, -13.551448, -1.317000, -1.756087, K, H, G, H, I
1.836878, -9.217950, -55.770553, 0.501203, 2.144697, 13.625434, -19.086168, -1.347726, -2.419676, -21.157716, -16.065871, -4.813589, -6.225647, -5.893151, 5.045649, -10.575033, 52.077915, -4.656324, 2.859634, -3.169848, -8.203360, 5.305700, -6.284028, -4.033129, 5.633701, -9.259257, 3.419166, -8.357768, -9.676352, -6.825168, 4.335693, 3.413968, 6.401985, 18.929563, -21.128798, -7.415560, 4.136842, -5.111954, -10.473399, -5.256986, 25.323121, 5.615481, 12.671376, 0.757100, 12.590615, -4.856778, -4.879528, 12.103358, -16.258060, -9.137598, -5.532688, 10.993101, -11.422737, -7.758255, 16.399311, 3.537863, -4.523315, -1.607524, 8.901530, -7.666348, -21.310406, 15.303571, -5.116361, -3.429154, -5.914010, -3.987986, -14.257395, 2.959803, -10.758753, -17.149305, -5.036399, -6.745169, 5.275044, -12.222597, 12.321095, 11.835128, -10.987140, -7.474620, 6.427800, -18.228900, -8.157867, -6.232854, -5.129501, 12.211609, 4.584253, -3.274775, -5.235136, 5.241868, -10.213827, -15.593821, -3.502513, 9.861468, -12.753955, -0.797809, 1.377700, G, H, NaN, NaN, I
3.516014, -12.349128, -45.579652, 1.686176, 7.119244, 9.253025, -19.176692, 2.722390, -6.827242, -20.845113, -12.980424, -5.628411, -1.003488, 6.453871, 5.186179, -6.694614, 57.542412, 0.763507, 1.885687, -1.555816, -6.244463, 7.546826, -0.989293, -1.987189, 5.483591, -3.297839, 5.034486, -8.275641, -9.859682, -7.341126, 0.406779, 5.050238, 10.180901, 19.569231, -19.338845, -1.817560, 9.301228, 3.128495, -2.871069, -8.216532, 22.415422, 10.133341, 17.489484, -3.079462, 13.776841, -5.492598, -2.247587, 15.473853, -14.386956, -12.537870, -5.458999, 13.578328, -13.698914, -6.062998, 15.752985, 2.255881, -0.984346, 2.448601, 6.839430, -7.377484, -16.526348, 15.305829, -1.277879, 0.427647, -5.438773, -6.928949, -17.523832, 5.596216, -15.288483, -14.756089, -4.038660, -4.091855, 2.402187, -1.956842, 12.555700, 13.081891, -12.084808, -7.165689, 8.741157, -18.122556, -2.549011, -1.752234, -1.824852, 13.733102, 4.311318, 1.029509, -2.653569, 8.084761, -2.539823, -16.083604, 3.520382, 17.480133, -14.622682, 7.268176, 1.644200, H, H, K, NaN, I
-1.314308, -11.040811, -61.310545, -0.355072, 1.543037, 10.769451, -23.612856, -6.142713, -4.655532, -17.517358, -14.902529, -4.214939, -5.570488, -4.706867, 5.744845, -12.797891, 56.172542, -2.701777, -0.119582, -5.906878, -13.824138, 0.792125, -5.393803, -9.261193, 3.000618, -7.379519, 1.325635, -8.327763, -3.532322, -13.046521, 2.727564, 2.999929, 7.507110, 14.433785, -17.611680, -9.050506, -3.982046, -4.804177, -9.356576, -7.568368, 30.592282, 2.043877, 14.445318, -4.661915, 8.857298, -5.403737, -11.626018, 5.383506, -12.769558, -8.053745, -9.416622, 9.247852, -14.352488, -4.279448, 15.293901, -0.105126, -5.548526, -2.052009, 5.008581, -11.689096, -18.481559, 17.241514, -11.967820, -7.879012, -2.908276, 0.480901, -16.617307, -1.913857, -12.650053, -17.710470, -5.618121, -10.389535, 5.064704, -12.494293, 7.308759, 11.959526, -13.037579, -8.404382, 2.144398, -20.518102, -6.406398, -4.620859, -5.935112, 16.305209, 1.354619, -4.744061, -5.279937, -1.993420, -11.087869, -12.969065, -4.495091, 7.241402, -12.911785, 1.743417, -5.048934, I, H, I, J, K
2.473121, -7.654032, -52.255607, 4.597661, 5.811003, 12.166592, -16.560886, 1.511161, -3.551054, -18.737706, -11.882203, -1.314705, -3.846984, -0.915747, 7.959520, -8.078995, 59.807638, -1.929196, 5.391813, -1.080501, -0.946384, 7.836719, -0.242935, -4.440566, 5.305773, -0.477311, 8.238630, -6.503578, -0.505288, -5.366077, 8.119397, 9.698327, 8.872924, 20.302838, -11.990882, -3.824225, 4.605873, -6.189803, -2.369169, -3.524041, 25.594322, 12.271684, 15.779238, -2.492556, 12.547205, -1.561917, -5.387837, 12.687976, -7.720321, -4.665117, -7.025988, 19.200073, -14.614559, -2.757285, 18.134000, 3.550903, -6.097693, 2.846257, 14.541451, -2.869966, -13.370413, 20.233131, -3.538132, -1.268818, 1.119277, 3.818172, -13.455159, 6.930846, -12.001195, -9.885268, -7.325030, -0.349643, 4.964259, -7.135302, 15.490342, 12.510371, -8.780406, -6.665485, 8.602273, -15.561486, 1.123724, -1.633403, -1.957509, 15.707251, 4.141599, -4.107271, 0.783332, 6.747365, -12.052964, -9.973383, -0.516117, 9.724533, -17.090113, 4.001971, 4.642907, J, NaN, H, K, I
6.404628, -4.586328, -50.272931, 3.343732, 4.529486, 13.623420, -14.071496, 2.181719, 1.827119, -15.086705, -9.296364, -2.391103, -2.555444, -1.138654, 11.111182, -4.328063, 59.074595, 4.692023, 7.804445, -1.625015, -9.673143, 7.764912, 1.226844, -6.758075, 4.010478, -3.487371, 12.715216, -7.929418, -0.983590, -7.826224, 4.716458, 9.158121, 13.705059, 23.462691, -12.538022, -2.780233, 8.934396, 3.279572, -1.628507, -3.273724, 26.312232, 8.894983, 20.840403, 0.713196, 16.480886, -2.704420, 2.104589, 10.326954, -14.444580, -8.265546, -7.051545, 12.524626, -8.195626, 1.292996, 21.849538, 6.898803, -2.091119, 3.708538, 12.211463, 0.406156, -15.930191, 17.986464, -0.150904, 2.011510, -5.720123, -0.295177, -13.094699, 6.525242, -9.443767, -9.314318, -6.348860, -0.587624, 4.694280, -6.541213, 15.317460, 15.170311, -9.250159, -5.791231, 12.666964, -16.126920, -3.186589, 1.321560, 0.030807, 19.460985, 7.181558, -0.229444, -1.166584, 6.164187, -0.508111, -11.423544, 5.250393, 13.123405, -8.578085, 4.414864, 1.747396, H, NaN, I, NaN, NaN
1.401490, -6.826070, -55.522452, 2.640965, 2.487026, 14.696725, -21.973680, -3.432446, -4.904154, -16.193457, -12.450640, -6.350004, -1.270557, 0.630065, 5.961666, -8.304472, 54.468092, -0.543171, 1.724067, -2.568329, -15.762378, 1.339262, -2.735790, -3.620343, 2.167666, -9.573592, 2.799174, -8.169341, -3.931717, -6.704768, 6.539019, 5.940267, 10.544727, 17.875899, -18.094373, -1.574029, 1.277763, -0.136774, -7.427802, -6.019439, 30.959283, 7.366636, 19.215671, -2.217722, 13.999283, -1.801815, -5.486969, 9.617902, -11.248472, -10.963055, -6.373457, 15.015363, -12.750386, -3.870339, 17.689934, 2.456443, -3.779969, 2.761209, 8.516971, -9.840432, -16.973078, 13.614183, -8.179950, -6.732695, 2.011701, -5.857588, -9.653506, 2.081351, -15.082141, -16.009270, -4.610640, 0.087195, 8.222670, -7.486384, 13.920210, 14.317315, -11.001703, -6.002931, 9.468275, -15.188868, -5.508492, -2.696003, -2.228986, 13.378030, 8.276388, -3.806473, 1.651657, 4.200537, -6.489509, -12.539925, -2.279881, 10.156276, -4.828855, 7.449776, 2.121599, NaN, I, NaN, NaN, I
3.989907, -10.825919, -50.926494, 3.363859, 7.069579, 13.639150, -13.467092, 2.350379, -4.856072, -19.046889, -11.656925, -4.039415, 1.990022, 1.930897, 7.498511, -8.416053, 58.212183, -0.186582, 4.897706, 2.182940, -6.119055, 7.274460, -2.178947, -5.109689, 10.686491, -6.259730, 7.517074, -3.044375, -4.464741, -3.719776, 6.326716, 9.511444, 6.176332, 22.184699, -13.669250, 0.299149, 3.854131, -2.517295, -3.019734, -6.997843, 26.668851, 9.656851, 17.706451, -2.297629, 11.978172, -4.848668, -1.906911, 14.634283, -14.416038, -5.264168, -5.617055, 18.642435, -7.657123, -0.378915, 21.159085, 8.015029, -0.819043, 7.811485, 9.134713, -6.579961, -16.425805, 20.480507, -4.203873, -2.009654, 2.823935, 0.307911, -10.798788, 6.724994, -8.291001, -14.815311, 1.471518, -1.620428, 2.463995, -11.754653, 13.023198, 13.035743, -11.345895, -3.914394, 6.451535, -19.019346, -3.649560, -1.736702, -0.169175, 15.407292, 4.768159, -2.061036, -0.417677, 3.456072, -4.144974, -11.114314, 0.875520, 15.002154, -11.145937, 3.465666, 6.446156, G, NaN, J, I, K
5.789538, -2.241109, -49.248120, 2.835762, 8.701199, 19.213387, -12.097925, 5.944846, 1.408559, -9.803691, -12.753037, -0.990955, -1.531044, 4.260253, 8.279931, -3.931891, 62.397888, -0.206293, 10.320682, -0.854830, -8.974801, 9.697277, -1.935044, -2.327779, 4.051958, 0.024358, 6.969571, -7.470046, 3.050909, -5.138236, 9.359659, 9.089121, 16.828580, 26.512802, -13.761605, -1.122469, 8.722335, 4.023316, -3.752225, 1.340015, 33.409539, 11.165602, 26.362890, 6.362769, 22.443623, 2.641586, -1.303447, 14.819670, -8.784688, -6.294116, 1.289607, 17.282075, -7.214274, 0.647516, 23.260707, 5.635215, -1.728848, 4.245750, 15.338172, -0.359772, -12.396959, 19.284552, 2.983987, 6.116188, 0.058336, 3.497764, -4.567971, 8.740083, -6.157434, -10.092039, -5.475898, 2.114483, 7.916656, -2.482481, 19.137893, 18.849224, -3.077121, 2.672603, 13.737273, -5.117876, -2.172271, -0.782122, 4.294300, 18.721077, 12.215685, 3.099597, -1.321016, 11.138880, -4.966500, -6.425200, 3.175943, 16.172003, -3.463394, 7.985728, 6.135298, G, I, K, H, H
2.599195, -10.586396, -46.392191, 0.091757, 0.417849, 16.432816, -15.109282, 0.254082, -6.544703, -20.626469, -14.103926, -0.123582, -3.838970, -2.561155, 6.363540, -8.081782, 55.273065, -0.893066, 4.043132, -0.282111, -8.005932, 8.022930, -4.550000, -4.029298, 4.980957, -6.641961, 8.295797, -1.869752, -9.108797, -4.278290, 2.537037, 9.147647, 6.657429, 19.106515, -15.114526, -3.428397, 2.436382, -1.400893, -3.564098, -5.757020, 23.088359, 4.406459, 13.087888, -2.770710, 11.961169, -4.031317, -3.380610, 10.440041, -13.715695, -8.204127, -5.412797, 10.895148, -13.030699, -6.210593, 12.149708, -3.567239, -7.596536, 2.456378, 8.749814, -9.665718, -18.515890, 17.134520, -7.342089, -4.440151, -1.060705, 1.234712, -9.185128, 3.627593, -10.417931, -17.714928, -1.471133, -6.487724, 3.260851, -9.124313, 16.708372, 11.842312, -11.817351, -2.515658, 5.115514, -20.794169, -5.070440, -5.274600, -3.535028, 12.393127, 5.516805, -1.147010, -3.452544, 6.482130, -7.957893, -14.907878, 1.755426, 14.767971, -13.254030, -2.843367, 0.131684, J, I, H, G, NaN
4.756984, -9.279975, -55.833612, 2.821487, 1.167788, 11.127770, -23.136147, 0.336150, -2.739715, -19.076166, -22.210710, -1.875800, -3.439105, 0.034282, 9.473324, -9.476173, 54.686233, -1.175313, 4.337343, -6.488245, -10.858806, 3.940225, -0.172931, -9.845449, 1.990518, -7.496555, 1.298426, -5.757994, -8.234436, -14.010541, -2.404513, 6.459840, 5.232055, 18.012490, -18.200435, -11.734903, 6.236809, -3.935693, -9.488306, -4.413376, 21.783591, 3.584943, 12.106229, -2.640549, 5.486496, -8.886513, -0.093370, 11.473923, -20.043088, -17.167034, -6.369116, 5.249623, -18.079918, -9.356201, 10.985214, 2.735035, -1.712530, 1.653354, 6.657845, -10.079546, -21.585557, 14.118816, -10.195137, -4.718391, -6.648321, -4.437355, -23.319461, 3.043690, -10.098136, -17.226613, -0.884185, -9.333883, 5.190550, -13.209254, 12.655570, 9.444459, -15.862045, -10.118451, 6.945318, -25.136107, -4.144778, -8.305191, -1.930979, 17.022097, 3.903623, -3.062576, -3.356524, 3.773395, -9.302711, -20.332411, 0.483325, 10.703490, -16.531148, -2.907263, -0.039424, NaN, H, J, J, G
8.175203, -8.098482, -51.424927, 3.621853, 1.706249, 15.343565, -16.192673, 1.452552, -3.693545, -15.779807, -14.194994, -4.792939, -5.550543, -3.478485, 8.029598, -7.005026, 58.778077, 1.286374, 3.702874, -2.703179, -9.971971, 5.319926, -1.617702, -1.308133, 4.969635, -0.745000, 3.790159, -10.486645, -0.844097, -7.140597, 6.426519, 4.240086, 8.029094, 23.456963, -16.824614, -6.828798, 2.858876, -1.573361, -5.063359, -2.583217, 25.986967, 4.574895, 15.777700, -4.352319, 15.516748, -4.290944, -4.807141, 7.360247, -10.028985, -10.574531, -8.460631, 10.106909, -9.687455, -5.214710, 20.475750, -3.252530, -1.920454, 0.480353, 10.407574, -0.712431, -15.322018, 13.448548, -6.862476, -0.742484, -4.091575, 0.991466, -15.231913, 6.820930, -19.582768, -12.650989, -7.132161, -3.726905, -1.914094, -5.936450, 13.054782, 14.693987, -7.949634, -7.354867, 12.017709, -12.616255, -7.375376, -3.524147, -7.290509, 11.602153, 5.364679, -2.578569, -5.763970, 5.314539, -5.292904, -15.149828, 4.398684, 12.156563, -15.166710, 7.105632, -0.538442, NaN, I, K, G, I
8.123395, -5.585596, -46.244222, 8.067983, 5.611546, 14.915242, -17.727267, 0.520996, 2.766759, -16.104237, -10.796855, -0.036460, -2.049956, 3.049114, 8.350420, -6.793127, 61.778887, 3.909205, 5.305637, 1.848661, -4.247755, 7.079417, 1.915786, -0.626599, 7.569696, 0.620481, 6.227733, -2.363256, 4.201929, -3.472953, 10.341441, 4.991644, 16.329273, 19.865971, -11.946465, -4.375834, 6.362701, 1.448831, -2.425849, 4.543473, 29.195629, 10.478890, 18.951696, -0.993065, 23.214196, -0.055780, -0.167154, 12.779868, -8.721920, -3.287984, -5.420558, 16.477511, -11.376786, -1.039247, 19.786202, 2.971113, 4.431003, 1.568721, 10.768554, -1.936507, -9.501949, 20.714493, -1.393917, -0.353112, 4.499465, 5.930832, -8.667658, 5.006291, -13.260532, -11.667803, -1.384154, -1.139360, 9.460184, -4.555961, 14.892740, 18.125328, -1.917570, -4.243768, 15.157500, -11.479938, -3.608722, -0.112971, 3.419251, 19.130867, 4.349178, 2.747820, 3.789796, 7.582971, -1.536755, -9.012332, 7.505455, 15.710785, -7.829184, 7.803580, 1.479411, K, I, G, J, NaN
6.419121, -3.016390, -55.889865, 2.941852, 1.529233, 14.380384, -21.719203, -2.145199, -0.625206, -12.815668, -11.448312, -0.483836, -2.549772, 2.502058, 10.161102, -8.415573, 56.661063, 2.093957, 2.683736, -5.859243, -8.265040, 3.048722, -7.343681, -6.963293, 4.567115, -0.509216, 10.223650, -9.994048, -3.551189, -9.104715, 1.989322, 10.832366, 13.408813, 15.013095, -13.888042, -3.722876, 0.755806, -4.540275, -2.734163, -7.136971, 24.510501, 7.503524, 20.072800, -5.135412, 15.412140, -2.502818, -0.346669, 13.194880, -10.083197, -9.312206, -4.392626, 10.883344, -13.182491, -4.344463, 16.947299, -0.539837, -5.986278, -1.802968, 10.432556, -11.943034, -23.268957, 15.794749, 1.381234, 0.280610, -3.122025, 0.332421, -14.540383, 4.090186, -11.994734, -13.676712, -4.220485, -5.901355, 2.535703, -7.070294, 14.411541, 15.096892, -11.889238, -6.671920, 11.899696, -15.967189, -2.456110, -4.943475, -1.128262, 23.885848, 3.326598, 2.971511, -1.322717, 4.477288, -9.004287, -17.725812, 2.158694, 11.504898, -9.905489, 9.156096, -3.259286, H, I, J, G, K
2.452519, -9.344201, -49.740252, 0.668386, 1.232960, 13.548357, -18.102449, -0.641748, -5.754002, -16.545651, -18.380350, -2.524191, -4.834256, -1.936689, 5.686463, -8.705375, 55.034694, 0.130489, 0.992676, -5.975067, -13.873436, 5.394116, -4.469133, -7.553699, -0.183524, -1.460179, 2.840777, -7.286360, -3.260092, -9.494618, 0.745597, 4.893996, 11.161615, 21.924589, -17.467085, -7.387899, 1.951079, 1.410049, -5.443323, -7.614801, 25.466647, 3.360964, 16.339166, -2.317242, 12.315826, -6.294652, -2.306563, 8.799515, -11.269037, -9.998610, -4.808634, 11.010610, -11.958539, -7.088469, 10.866766, -2.540139, -5.235379, 1.208326, 9.169981, -9.686641, -17.705909, 13.653923, -7.014716, -2.687411, -5.855039, -3.825148, -13.275096, 1.780967, -13.450668, -16.649253, -5.513790, -6.338363, 1.214186, -7.179171, 10.083542, 13.236273, -9.698440, -5.111397, 8.784965, -17.443624, -8.202224, -4.134196, -3.835549, 17.826989, 1.438728, -0.343606, -7.015914, 2.055474, -5.268804, -16.710617, 7.046650, 12.031045, -12.651290, 2.130678, -1.175851, K, H, K, I, K
1.737044, -9.304426, -56.222936, -2.978803, 0.188675, 12.961558, -19.677194, -7.160806, -1.610906, -19.588747, -17.527790, -5.172382, -3.416085, -3.762916, 7.188053, -12.961564, 60.498401, -3.108513, 0.148753, -5.162935, -9.687718, 0.263953, -4.351853, -6.979148, -2.971967, -6.409103, 2.508512, -6.668296, -2.260901, -8.680138, 3.706000, 9.276619, 13.512473, 12.019978, -13.697121, -3.236651, 0.307989, -6.527765, -9.707163, -3.294516, 28.161033, 6.545918, 12.037914, -4.422544, 18.819654, -6.091316, -3.581685, 8.809556, -10.803009, -11.951018, -10.119205, 12.856275, -18.219913, -7.982267, 14.015250, -5.015251, -4.885546, -1.061792, 10.937476, -7.213566, -15.302567, 18.831681, -10.244057, -3.979780, -4.689352, 2.795075, -13.623718, -2.234050, -12.859695, -17.250178, -8.664928, -5.483741, 2.283757, -10.829374, 11.947002, 10.674819, -12.727149, -4.768344, 9.408512, -19.474716, -10.142482, -4.956735, -2.766276, 15.611535, 3.000327, -3.063834, -1.669286, 0.330455, -10.904817, -10.771637, 0.770473, 7.919637, -11.163278, 2.970483, 1.663803, NaN, H, I, H, I
3.372779, -7.699445, -54.803004, -0.858599, 4.825382, 14.437049, -15.429644, -0.374211, -3.804332, -21.611652, -14.555720, -5.187854, -0.624312, -1.361127, 8.637580, -6.787327, 55.498756, 2.421225, 6.279167, 1.346676, -7.217771, 8.301386, -3.531414, -3.477968, 6.477861, -4.844955, 8.024907, -10.494862, -2.773587, -7.993329, 7.435978, 11.325489, 10.490512, 19.425014, -10.026590, -2.051651, -0.041978, -1.971926, -0.627371, -6.938589, 23.733851, 4.781100, 16.757935, -1.450422, 11.505881, -8.794758, -1.690028, 12.760712, -12.035808, -8.375666, -7.692019, 13.832630, -13.292121, -4.002500, 16.475651, 0.991697, -4.040508, 1.518526, 11.970198, -6.016845, -19.911579, 16.464685, -4.031652, -2.120680, -3.912422, -2.055221, -13.867268, 1.830084, -12.565516, -12.135960, -4.233890, -4.268509, 3.065917, -5.391434, 9.479615, 13.380041, -15.091331, -1.670289, 9.744763, -20.856689, -4.411746, -4.793448, 2.790074, 18.999896, 3.500958, 0.468337, -0.174294, 3.110725, -4.849010, -9.571592, 4.326312, 14.775938, -9.128166, 5.109918, 3.145215, H, I, I, G, NaN
10.664721, -8.370246, -49.170441, 7.277645, 11.368562, 13.574338, -14.671937, 1.980503, 0.715889, -16.449989, -7.196758, -3.062759, 6.570179, 5.948262, 9.220645, -4.135513, 61.478361, 5.745858, 8.505050, 3.734527, 0.959128, 12.515107, 3.833400, -2.369103, 14.118171, 0.536194, 7.293058, -7.150397, 1.418775, -1.311348, 10.183505, 10.314674, 15.447038, 23.480790, -12.865909, 0.175555, 9.534915, 2.868561, -5.087575, -4.473333, 26.570948, 16.326447, 18.174738, 2.032961, 15.037991, 1.878990, 0.223244, 17.588026, -12.494750, -1.708680, -1.678947, 19.945405, -10.019612, -2.310523, 18.747374, 6.948732, -2.087222, 6.633148, 11.176235, -4.600213, -8.837258, 18.468015, -0.368782, 4.687968, 1.303325, 4.887261, -10.375432, 10.745314, -7.941579, -6.596033, -1.354168, -0.587758, 8.057963, -4.775585, 13.001343, 17.341564, -4.424738, -2.460305, 5.469205, -11.838635, 2.830843, 0.991099, 6.200932, 20.651562, 7.271611, 2.042667, 7.220743, 3.198897, -2.544439, -7.443017, 4.646806, 16.723387, -8.662619, 8.040120, 4.400996, I, H, I, NaN, I
10.611730, -4.986195, -49.907152, 4.870054, 5.308298, 20.132709, -10.072338, 7.144018, 1.866872, -9.949203, -9.821190, 1.394820, 2.702138, -0.325604, 14.562236, -2.916993, 60.543957, 3.449058, 6.811613, 4.690112, -8.574926, 10.007967, 2.487227, 1.385044, 8.894022, -2.018576, 8.132902, -6.502276, 3.120591, -3.760934, 12.203221, 14.103001, 17.806041, 22.858296, -9.903783, -0.818846, 9.178817, 3.909301, 0.062650, 3.343162, 29.453507, 10.009099, 18.700794, -0.799446, 22.690623, 0.526962, 8.078256, 18.768448, -8.119241, -7.314577, -3.539248, 13.864032, -9.322040, 0.250726, 27.636481, 4.902260, -1.553359, 3.467059, 13.435599, 3.454964, -9.542010, 22.571760, -0.147785, 3.016584, -2.042560, 3.022263, -10.138134, 8.154621, -8.338948, -8.980424, -4.043782, 3.531429, 3.693567, -5.179003, 18.544417, 17.127546, -5.951507, 0.441512, 15.294046, -11.041133, -2.130523, -0.144547, 5.182679, 23.071918, 8.701011, -1.273365, 1.829659, 11.632848, -2.175294, -7.682998, 5.338193, 15.029890, -7.982744, 5.932200, 8.843466, G, I, NaN, I, G
